Time Full,Time Empty,Truck,Assigned Shovel,Shovel,Blast,Elevation,Grade,Material,Assigned Dump,Dump,Tonnage,Truck Factor,Truck fill,Computed Tonnage,Grade 1,Grade 2,Grade 3,assignment_reason,dump.assignment_reason
8/1/2023 7:01,8/1/2023 7:15,HT126,WL232,WL232,ST_8_370_2,366.566,8370635HG-C1,HG,CRUSHER,CRUSHER,126.2,128,99%,128,0.504,0.011,0.656,Shovel Assignment,Dump Assignment
8/1/2023 7:02,8/1/2023 7:17,HT121,EX206,EX206,ST_2_250_1,247.932,2250601HG-C1,HG,CRUSHER_2,CRUSHER_2,131.1,128,102%,128,0.531,0.009,0.74,Shovel Assignment,Dump Assignment
8/1/2023 7:09,8/1/2023 7:21,HT125,EX205,EX205,ST_8_370_1,367.204,8370627LG-B1,LG,CRUSHER,CRUSHER,131.4,128,103%,128,0.332,0.012,0.417,Shovel Assignment,Dump Assignment
8/1/2023 7:12,8/1/2023 7:22,HT143,EX205,EX205,ST_8_370_1,363.162,8370627LG-B1,LG,CRUSHER_2,CRUSHER_2,218.8,233,94%,233,0.332,0.012,0.417,Shovel Assignment,Manual Assignment
8/1/2023 7:12,8/1/2023 7:22,HT145,WL232,WL232,ST_8_370_2,367.636,8370635HG-C1,HG,CRUSHER,CRUSHER,213.1,233,91%,233,0.504,0.011,0.656,Shovel Assignment,Dump Assignment
8/1/2023 7:13,8/1/2023 7:27,HT122,EX206,EX206,ST_2_250_1,246.921,2250601HG-C1,HG,CRUSHER,CRUSHER,131.3,128,103%,128,0.531,0.009,0.74,Shovel Assignment,Dump Assignment
8/1/2023 7:14,8/1/2023 7:25,HT128,EX205,EX205,ST_8_370_1,365.593,8370627LG-B1,LG,CRUSHER_2,CRUSHER_2,131.6,128,103%,128,0.332,0.012,0.417,Locked Assignment,Manual Assignment
8/1/2023 7:16,8/1/2023 7:28,HT124,WL232,WL232,ST_8_370_2,367.546,8370635HG-C1,HG,CRUSHER,CRUSHER,129.1,128,101%,128,0.504,0.011,0.656,Shovel Assignment,Dump Assignment
8/1/2023 7:18,8/1/2023 7:30,HT129,EX205,EX205,ST_8_370_1,366.534,8370627LG-B1,LG,CRUSHER_2,CRUSHER_2,130.6,128,102%,128,0.332,0.012,0.417,Locked Assignment,Manual Assignment
8/1/2023 7:19,8/1/2023 7:33,HT144,EX206,EX206,ST_2_250_1,251.433,2250601HG-C1,HG,CRUSHER,CRUSHER,219.7,233,94%,233,0.531,0.009,0.74,Shovel Assignment,Dump Assignment
8/1/2023 7:21,8/1/2023 7:31,HT141,WL232,WL232,ST_8_370_2,368.206,8370635HG-C1,HG,CRUSHER,CRUSHER,212.5,233,91%,233,0.504,0.011,0.656,Shovel Assignment,Dump Assignment
8/1/2023 7:21,8/1/2023 7:38,HT123,EX206,EX206,ST_2_250_1,246.801,2250601HG-C1,HG,CRUSHER,CRUSHER,137.1,128,107%,128,0.531,0.009,0.74,Shovel Assignment,Dump Assignment
8/1/2023 7:24,8/1/2023 7:40,HT142,EX206,EX206,ST_2_250_1,248.082,2250601HG-C1,HG,CRUSHER,CRUSHER,206.4,233,89%,233,0.531,0.009,0.74,Shovel Assignment,Manual Assignment
8/1/2023 7:24,8/1/2023 7:37,HT126,EX205,EX205,ST_8_370_1,367.094,8370627LG-B1,LG,CRUSHER_2,CRUSHER_2,126.8,128,99%,128,0.332,0.012,0.417,Shovel Assignment,Manual Assignment
8/1/2023 7:26,8/1/2023 7:41,HT121,EX206,EX206,ST_2_250_1,247.221,2250601HG-C1,HG,CRUSHER_2,CRUSHER_2,130.1,128,102%,128,0.531,0.009,0.74,Shovel Assignment,Dump Assignment
8/1/2023 7:31,8/1/2023 7:44,HT125,WL232,WL232,ST_8_370_2,367.666,8370635HG-C1,HG,CRUSHER_2,CRUSHER_2,130.8,128,102%,128,0.504,0.011,0.656,Shovel Assignment,Manual Assignment
8/1/2023 7:31,8/1/2023 7:43,HT143,WL232,EX205,ST_8_370_1,359.681,8370627LG-B1,LG,CRUSHER,CRUSHER,221.1,233,95%,233,0.332,0.012,0.417,Shovel Assignment,Dump Assignment
8/1/2023 7:33,8/1/2023 7:39,HT128,WL222,WL222,ROM_HG_7_1,423.633,ROM_HG_7_4,HG,CRUSHER_2,CRUSHER_2,125.3,128,98%,128,0.96,0.016,1.19,Shovel Assignment,Dump Assignment
8/1/2023 7:34,8/1/2023 7:43,HT136,EX204,EX204,ST_4_400_1,397.055,4400667TRHG-C1,TRHG,STK_TR_HG_1,STK_TR_HG_1,136.6,128,107%,128,0.477,0.011,0.369,Shovel Assignment,Dump Assignment
8/1/2023 7:36,8/1/2023 7:48,HT145,WL232,WL232,ST_8_370_2,368.287,8370635HG-C1,HG,CRUSHER,CRUSHER,226.6,233,97%,233,0.504,0.011,0.656,Shovel Assignment,Manual Assignment
8/1/2023 7:36,8/1/2023 7:52,HT149,EX206,EX206,ST_2_250_1,252.343,2250601HG-C1,HG,CRUSHER_2,CRUSHER_2,233.4,233,100%,233,0.531,0.009,0.74,Shovel Assignment,Manual Assignment
8/1/2023 7:37,8/1/2023 7:45,HT134,EX204,EX204,ST_4_400_1,396.585,4400667TRHG-C1,TRHG,STK_TR_HG_1,STK_TR_HG_1,133.4,128,104%,128,0.477,0.011,0.369,Shovel Assignment,Dump Assignment
8/1/2023 7:37,8/1/2023 7:50,HT146,EX205,EX205,ST_8_370_1,367.804,8370627LG-B1,LG,CRUSHER_2,CRUSHER_2,221.6,233,95%,233,0.332,0.012,0.417,Manual Assignment,Manual Assignment
8/1/2023 7:38,8/1/2023 7:47,HT133,EX201,EX201,ST_4_410_2,407.121,4410644TRHG-C1,TRHG,STK_TR_HG_1,STK_TR_HG_1,117.3,128,92%,128,0.479,0.01,0.836,Shovel Assignment,Locked Assignment
8/1/2023 7:38,8/1/2023 7:42,HT122,WL222,WL222,ROM_HG_7_1,424.834,ROM_HG_7_4,HG,CRUSHER,CRUSHER,126.1,128,99%,128,0.96,0.016,1.19,Shovel Assignment,Dump Assignment
8/1/2023 7:39,8/1/2023 7:52,HT124,WL232,WL232,ST_8_370_2,368.116,8370635HG-C1,HG,CRUSHER,CRUSHER,116.9,128,91%,128,0.504,0.011,0.656,Shovel Assignment,Manual Assignment
8/1/2023 7:39,8/1/2023 7:55,HT147,EX206,EX206,ST_2_250_1,237.818,2250601HG-C1,HG,CRUSHER_2,CRUSHER_2,220.7,233,95%,233,0.531,0.009,0.74,Shovel Assignment,Dump Assignment
8/1/2023 7:39,8/1/2023 7:49,HT135,EX204,EX204,ST_4_400_1,397.095,4400667TRHG-C1,TRHG,STK_TR_HG_1,STK_TR_HG_1,125.6,128,98%,128,0.477,0.011,0.369,Shovel Assignment,Dump Assignment
8/1/2023 7:40,8/1/2023 7:54,HT150,EX205,EX205,ST_8_370_1,365.073,8370627LG-B1,LG,CRUSHER,CRUSHER,218.3,233,94%,233,0.332,0.012,0.417,Manual Assignment,Dump Assignment
8/1/2023 7:42,8/1/2023 7:57,HT152,EX206,EX206,ST_2_250_1,249.442,2250601HG-C1,HG,CRUSHER,CRUSHER,210.2,233,90%,233,0.531,0.009,0.74,Shovel Assignment,Manual Assignment
8/1/2023 7:43,8/1/2023 7:50,HT129,EX204,EX204,ST_4_400_1,396.395,4400667TRHG-C1,TRHG,CRUSHER,CRUSHER,128.6,128,100%,128,0.477,0.011,0.369,Shovel Assignment,Manual Assignment
8/1/2023 7:43,8/1/2023 7:55,HT141,WL232,WL232,ST_8_370_2,369.007,8370635HG-C1,HG,CRUSHER,CRUSHER,209.2,233,90%,233,0.504,0.011,0.656,Shovel Assignment,Manual Assignment
8/1/2023 7:44,8/1/2023 7:54,HT138,EX201,EX201,ST_4_410_2,406.1,4410644TRHG-C1,TRHG,STK_TR_HG_1,STK_TR_HG_1,126,128,98%,128,0.479,0.01,0.836,Shovel Assignment,Locked Assignment
8/1/2023 7:45,8/1/2023 8:01,HT144,EX206,EX206,ST_2_250_1,252.784,2250601HG-C1,HG,CRUSHER,CRUSHER,214.1,233,92%,233,0.531,0.009,0.74,Shovel Assignment,Manual Assignment
8/1/2023 7:49,8/1/2023 7:57,HT102,EX201,EX201,ST_4_410_2,406.711,4410644TRHG-C1,TRHG,STK_TR_HG_1,STK_TR_HG_1,,90,0%,90,0.479,0.01,0.836,Shovel Assignment,Locked Assignment
8/1/2023 7:49,8/1/2023 8:05,HT148,EX206,EX206,ST_2_250_1,245.581,2250601HG-C1,HG,CRUSHER,CRUSHER,209.5,233,90%,233,0.531,0.009,0.74,Shovel Assignment,Manual Assignment
8/1/2023 7:49,8/1/2023 8:03,HT123,EX205,EX205,ST_8_370_1,366.694,8370627LG-B1,LG,CRUSHER_2,CRUSHER_2,130.5,128,102%,128,0.332,0.012,0.417,Shovel Assignment,Dump Assignment
8/1/2023 7:50,8/1/2023 8:01,HT137,EX201,EX201,ST_4_410_2,406.671,4410644TRHG-C1,TRHG,STK_TR_HG_1,STK_TR_HG_1,134.6,128,105%,128,0.479,0.01,0.836,Shovel Assignment,Locked Assignment
8/1/2023 7:50,8/1/2023 8:04,HT126,WL232,WL232,ST_8_370_2,367.786,8370635HG-C1,HG,CRUSHER_2,CRUSHER_2,124.1,128,97%,128,0.504,0.011,0.656,Shovel Assignment,Manual Assignment
8/1/2023 7:51,8/1/2023 7:58,HT136,EX204,EX204,ST_4_400_1,397.065,4400667TRHG-C1,TRHG,CRUSHER_2,CRUSHER_2,133.1,128,104%,128,0.477,0.011,0.369,Shovel Assignment,Locked Assignment
8/1/2023 7:51,8/1/2023 8:06,HT127,EX205,EX205,ST_8_370_1,366.794,8370627LG-B1,LG,CRUSHER,CRUSHER,132.9,128,104%,128,0.332,0.012,0.417,Unoptimized Assignment,Dump Assignment
8/1/2023 7:52,8/1/2023 8:12,HT142,EX206,EX206,ST_2_250_1,248.732,2250601HG-C1,HG,CRUSHER,CRUSHER,220.5,233,95%,233,0.531,0.009,0.74,Shovel Assignment,Dump Assignment
8/1/2023 7:53,8/1/2023 8:09,HT121,WL232,EX205,ST_8_370_1,367.014,8370627LG-B1,LG,CRUSHER,CRUSHER,124,128,97%,128,0.332,0.012,0.417,Shovel Assignment,Dump Assignment
8/1/2023 7:53,8/1/2023 8:06,HT130,WL232,WL232,ST_8_370_2,366.296,8370633HG-D1,HG,CRUSHER_2,CRUSHER_2,122.4,128,96%,128,0.626,0.011,0.723,Manual Assignment,Dump Assignment
8/1/2023 7:53,8/1/2023 8:03,HT131,EX201,EX201,ST_4_410_2,409.382,4410644TRHG-C1,TRHG,STK_TR_HG_1,STK_TR_HG_1,149.2,128,117%,128,0.479,0.01,0.836,Shovel Assignment,Locked Assignment
8/1/2023 7:54,8/1/2023 8:03,HT134,EX204,EX204,ST_4_400_1,397.755,4400667TRHG-C1,TRHG,STK_TR_HG_1,STK_TR_HG_1,139.7,128,109%,128,0.477,0.011,0.369,Shovel Assignment,Dump Assignment
8/1/2023 7:54,8/1/2023 8:10,HT125,WL232,WL232,ST_8_370_2,368.026,8370633HG-D1,HG,CRUSHER_2,CRUSHER_2,129.1,128,101%,128,0.626,0.011,0.723,Shovel Assignment,Dump Assignment
8/1/2023 7:54,8/1/2023 8:09,HT128,EX206,EX206,ST_2_250_1,246.511,2250601HG-C1,HG,CRUSHER_2,CRUSHER_2,125.5,128,98%,128,0.531,0.009,0.74,Manual Assignment,Manual Assignment
8/1/2023 7:56,8/1/2023 8:08,HT143,EX205,EX205,ST_8_370_1,356.73,8370627LG-B1,LG,CRUSHER_2,CRUSHER_2,219.3,233,94%,233,0.332,0.012,0.417,Manual Assignment,Manual Assignment
8/1/2023 7:56,8/1/2023 8:11,HT122,EX206,EX206,ST_2_250_1,247.281,2250601HG-C1,HG,CRUSHER_2,CRUSHER_2,130.3,128,102%,128,0.531,0.009,0.74,Shovel Assignment,Manual Assignment
8/1/2023 7:57,8/1/2023 8:06,HT133,EX201,EX201,ST_4_410_2,407.441,4410644TRHG-C1,TRHG,STK_TR_HG_1,STK_TR_HG_1,138.7,128,108%,128,0.479,0.01,0.836,Shovel Assignment,Locked Assignment
8/1/2023 7:57,8/1/2023 8:05,HT135,EX204,EX204,ST_4_400_1,397.955,4400667TRHG-C1,TRHG,STK_TR_HG_1,STK_TR_HG_1,132.8,128,104%,128,0.477,0.011,0.369,Shovel Assignment,Dump Assignment
8/1/2023 7:59,8/1/2023 8:16,HT151,EX205,EX205,ST_8_370_1,371.576,8370627LG-B1,LG,CRUSHER,CRUSHER,224.9,233,97%,233,0.332,0.012,0.417,Manual Assignment,Dump Assignment
8/1/2023 8:01,8/1/2023 8:12,HT129,EX204,EX204,ST_4_400_1,396.925,4400667TRHG-C1,TRHG,CRUSHER,CRUSHER,142.1,128,111%,128,0.477,0.011,0.369,Locked Assignment,Locked Assignment
8/1/2023 8:02,8/1/2023 8:15,HT146,EX205,EX205,ST_8_370_1,367.904,8370627LG-B1,LG,CRUSHER_2,CRUSHER_2,218.6,233,94%,233,0.332,0.012,0.417,Manual Assignment,Manual Assignment
8/1/2023 8:02,8/1/2023 8:17,HT145,WL232,WL232,ST_8_370_2,369.627,8370633HG-D1,HG,CRUSHER,CRUSHER,211.7,233,91%,233,0.626,0.011,0.723,Manual Assignment,Manual Assignment
8/1/2023 8:03,8/1/2023 8:19,HT149,EX206,EX206,ST_2_250_1,249.442,2250601HG-C1,HG,CRUSHER_2,CRUSHER_2,227.1,233,97%,233,0.531,0.009,0.74,Dump Assignment,Manual Assignment
8/1/2023 8:03,8/1/2023 8:12,HT138,EX201,EX201,ST_4_410_2,407.001,4410644TRHG-C1,TRHG,STK_TR_HG_1,STK_TR_HG_1,146.7,128,115%,128,0.479,0.01,0.836,Shovel Assignment,Locked Assignment
8/1/2023 8:05,8/1/2023 8:13,HT136,EX204,EX204,ST_4_400_1,398.586,4400667TRHG-C1,TRHG,CRUSHER_2,CRUSHER_2,136.5,128,107%,128,0.477,0.011,0.369,Locked Assignment,Locked Assignment
8/1/2023 8:06,8/1/2023 8:21,HT124,EX205,WL232,ST_8_370_2,368.737,8370633HG-D1,HG,CRUSHER,CRUSHER,120.8,128,94%,128,0.626,0.011,0.723,Shovel Assignment,Manual Assignment
8/1/2023 8:06,8/1/2023 8:16,HT102,EX201,EX201,ST_4_410_2,407.351,4410644TRHG-C1,TRHG,STK_TR_HG_1,STK_TR_HG_1,,90,0%,90,0.479,0.01,0.836,Shovel Assignment,Locked Assignment
8/1/2023 8:06,8/1/2023 8:22,HT147,EX206,EX206,ST_2_250_1,220.601,2250601HG-C1,HG,CRUSHER_2,CRUSHER_2,220.7,233,95%,233,0.531,0.009,0.74,Shovel Assignment,Manual Assignment
8/1/2023 8:07,8/1/2023 8:23,HT150,EX205,EX205,ST_8_370_1,366.074,8370627LG-B1,LG,CRUSHER,CRUSHER,218.6,233,94%,233,0.332,0.012,0.417,Shovel Assignment,Dump Assignment
8/1/2023 8:09,8/1/2023 8:25,HT152,EX206,EX206,ST_2_250_1,248.442,2250601HG-C1,HG,CRUSHER,CRUSHER,205.3,233,88%,233,0.531,0.009,0.74,Shovel Assignment,Dump Assignment
8/1/2023 8:09,8/1/2023 8:21,HT137,EX201,EX201,ST_4_410_2,408.401,4410644TRHG-C1,TRHG,STK_TR_HG_1,STK_TR_HG_1,144.3,128,113%,128,0.479,0.01,0.836,Shovel Assignment,Locked Assignment
8/1/2023 8:10,8/1/2023 8:23,HT141,EX205,EX205,ST_8_370_1,369.325,8370627LG-B1,LG,CRUSHER_2,CRUSHER_2,206.7,233,89%,233,0.332,0.012,0.417,Shovel Assignment,Manual Assignment
8/1/2023 8:11,8/1/2023 8:19,HT134,EX204,EX204,ST_4_400_1,398.586,4400667TRHG-C1,TRHG,STK_TR_HG_1,STK_TR_HG_1,139.3,128,109%,128,0.477,0.011,0.369,Shovel Assignment,Dump Assignment
8/1/2023 8:14,8/1/2023 8:29,HT144,EX206,EX206,ST_2_250_1,254.054,2250601HG-C1,HG,CRUSHER_2,CRUSHER_2,216.5,233,93%,233,0.531,0.009,0.74,Shovel Assignment,Manual Assignment
8/1/2023 8:15,8/1/2023 8:23,HT135,EX204,EX204,ST_4_400_1,398.205,4400667TRHG-C1,TRHG,STK_TR_HG_1,STK_TR_HG_1,131.5,128,103%,128,0.477,0.011,0.369,Shovel Assignment,Dump Assignment
8/1/2023 8:15,8/1/2023 8:30,HT123,WL232,WL232,ST_8_370_2,366.866,8370633HG-D1,HG,CRUSHER,CRUSHER,127.2,128,99%,128,0.626,0.011,0.723,Shovel Assignment,Manual Assignment
8/1/2023 8:15,8/1/2023 8:25,HT133,EX201,EX201,ST_4_410_2,407.021,4410644TRHG-C1,TRHG,STK_TR_HG_1,STK_TR_HG_1,138.5,128,108%,128,0.479,0.01,0.836,Shovel Assignment,Locked Assignment
8/1/2023 8:16,8/1/2023 8:31,HT126,EX205,EX205,ST_8_370_1,368.114,8370627LG-B1,LG,CRUSHER,CRUSHER,120.1,128,94%,128,0.332,0.012,0.417,Manual Assignment,Dump Assignment
8/1/2023 8:17,8/1/2023 8:34,HT148,EX206,EX206,ST_2_250_1,247.231,2250601HG-C1,HG,CRUSHER_2,CRUSHER_2,213.4,233,92%,233,0.531,0.009,0.74,Shovel Assignment,Manual Assignment
8/1/2023 8:18,8/1/2023 8:32,HT130,EX205,EX205,ST_8_370_1,417.769,8370627LG-B1,LG,CRUSHER,CRUSHER,130.1,128,102%,128,0.332,0.012,0.417,Shovel Assignment,Manual Assignment
8/1/2023 8:18,8/1/2023 8:33,HT127,WL232,WL232,ST_8_370_2,367.446,8370633HG-D1,HG,CRUSHER_2,CRUSHER_2,126.8,128,99%,128,0.626,0.011,0.723,Shovel Assignment,Manual Assignment
8/1/2023 8:19,8/1/2023 8:26,HT129,EX204,EX204,ST_4_400_1,397.655,4400667TRHG-C1,TRHG,CRUSHER,CRUSHER,134,128,105%,128,0.477,0.011,0.369,Locked Assignment,Locked Assignment
8/1/2023 8:19,8/1/2023 8:38,HT128,EX206,EX206,ST_2_250_1,246.991,2250601HG-C1,HG,CRUSHER,CRUSHER,136.2,128,106%,128,0.531,0.009,0.74,Shovel Assignment,Manual Assignment
8/1/2023 8:22,8/1/2023 8:34,HT143,EX205,EX205,ST_8_370_1,354.989,8370627LG-B1,LG,CRUSHER,CRUSHER,214.2,233,92%,233,0.332,0.012,0.417,Shovel Assignment,Dump Assignment
8/1/2023 8:22,8/1/2023 8:30,HT136,EX204,EX204,ST_4_400_1,399.066,4400667TRHG-C1,TRHG,CRUSHER_2,CRUSHER_2,130.9,128,102%,128,0.477,0.011,0.369,Locked Assignment,Locked Assignment
8/1/2023 8:22,8/1/2023 8:40,HT142,EX206,EX206,ST_2_250_1,247.542,2250601HG-C1,HG,CRUSHER,CRUSHER,217.8,233,93%,233,0.531,0.009,0.74,Shovel Assignment,Dump Assignment
8/1/2023 8:23,8/1/2023 8:38,HT121,EX205,EX205,ST_8_370_1,366.944,8370627LG-B1,LG,CRUSHER_2,CRUSHER_2,129.3,128,101%,128,0.332,0.012,0.417,Shovel Assignment,Manual Assignment
8/1/2023 8:25,8/1/2023 8:41,HT122,EX206,EX206,ST_2_250_1,248.012,2250601HG-C1,HG,CRUSHER_2,CRUSHER_2,129.4,128,101%,128,0.531,0.009,0.74,Shovel Assignment,Manual Assignment
8/1/2023 8:25,8/1/2023 8:35,HT102,EX201,EX201,ST_4_410_2,407.661,4410644TRHG-C1,TRHG,STK_TR_HG_1,STK_TR_HG_1,,90,0%,90,0.479,0.01,0.836,Shovel Assignment,Locked Assignment
8/1/2023 8:26,8/1/2023 8:39,HT125,WL232,WL232,ST_8_370_2,368.066,8370633HG-D1,HG,CRUSHER_2,CRUSHER_2,123.6,128,97%,128,0.626,0.011,0.723,Manual Assignment,Dump Assignment
8/1/2023 8:27,8/1/2023 8:40,HT146,EX205,EX205,ST_8_370_1,368.154,8370627LG-B1,LG,CRUSHER,CRUSHER,212.6,233,91%,233,0.332,0.012,0.417,Unoptimized Assignment,Manual Assignment
8/1/2023 8:28,8/1/2023 8:37,HT134,EX204,EX204,ST_4_400_1,399.186,4400667TRHG-C1,TRHG,STK_TR_HG_1,STK_TR_HG_1,133.9,128,105%,128,0.477,0.011,0.369,Shovel Assignment,Dump Assignment
8/1/2023 8:28,8/1/2023 8:38,HT131,EX201,EX201,ST_4_410_2,408.771,4410644TRHG-C1,TRHG,STK_TR_HG_1,STK_TR_HG_1,129,128,101%,128,0.479,0.01,0.836,Shovel Assignment,Locked Assignment
8/1/2023 8:30,8/1/2023 8:44,HT151,EX205,EX205,ST_8_370_1,369.665,8370627LG-B1,LG,CRUSHER_2,CRUSHER_2,211,233,91%,233,0.332,0.012,0.417,Manual Assignment,Manual Assignment
8/1/2023 8:30,8/1/2023 8:48,HT149,EX206,EX206,ST_2_250_1,244.14,2250601HG-C1,HG,CRUSHER,CRUSHER,228.9,233,98%,233,0.531,0.009,0.74,Shovel Assignment,Manual Assignment
8/1/2023 8:31,8/1/2023 8:47,HT145,WL232,WL232,ST_8_370_2,369.627,8370633HG-D1,HG,CRUSHER,CRUSHER,198.1,233,85%,233,0.626,0.011,0.723,Manual Assignment,Dump Assignment
8/1/2023 8:31,8/1/2023 8:41,HT135,EX204,EX204,ST_4_400_1,398.616,4400667TRHG-C1,TRHG,STK_TR_HG_1,STK_TR_HG_1,129,128,101%,128,0.477,0.011,0.369,Shovel Assignment,Dump Assignment
8/1/2023 8:33,8/1/2023 8:46,HT137,WL222,WL222,ST_4_410_4,408.611,4410645LO1,LO,DLP_510,DLP_511,124.8,128,98%,128,0.272,0.003,0.982,Manual Assignment,Locked Assignment
8/1/2023 8:33,8/1/2023 8:49,HT141,EX205,EX205,ST_8_370_1,370.755,8370627LG-B1,LG,CRUSHER_2,CRUSHER_2,217.7,233,93%,233,0.332,0.012,0.417,Shovel Assignment,Manual Assignment
8/1/2023 8:34,8/1/2023 8:48,HT124,WL232,WL232,ST_8_370_2,369.027,8370633HG-D1,HG,CRUSHER_2,CRUSHER_2,124.9,128,98%,128,0.626,0.011,0.723,Manual Assignment,Manual Assignment
8/1/2023 8:34,8/1/2023 8:53,HT147,EX206,EX206,ST_2_250_1,218.31,2250601HG-C1,HG,CRUSHER,CRUSHER,216.4,233,93%,233,0.531,0.009,0.74,Shovel Assignment,Manual Assignment
8/1/2023 8:35,8/1/2023 8:46,HT129,EX204,EX204,ST_4_400_1,398.706,4400667TRHG-C1,TRHG,CRUSHER,CRUSHER,127.1,128,99%,128,0.477,0.011,0.369,Locked Assignment,Locked Assignment
8/1/2023 8:36,8/1/2023 8:54,HT150,EX205,EX205,ST_8_370_1,370.575,8370627LG-B1,LG,CRUSHER,CRUSHER,213,233,91%,233,0.332,0.012,0.417,Manual Assignment,Dump Assignment
8/1/2023 8:37,8/1/2023 8:54,HT152,EX206,EX206,ST_2_250_1,246.341,2250601HG-C1,HG,CRUSHER_2,CRUSHER_2,213.7,233,92%,233,0.531,0.009,0.74,Shovel Assignment,Manual Assignment
8/1/2023 8:38,8/1/2023 8:46,HT136,EX204,EX204,ST_4_400_1,400.036,4400667TRHG-C1,TRHG,CRUSHER_2,CRUSHER_2,125.4,128,98%,128,0.477,0.011,0.369,Locked Assignment,Locked Assignment
8/1/2023 8:38,8/1/2023 8:51,HT133,WL222,WL222,ST_4_410_4,407.081,4410645LO1,LO,DLP_510,DLP_511,124.8,128,98%,128,0.272,0.003,0.982,Shovel Assignment,Locked Assignment
8/1/2023 8:41,8/1/2023 8:56,HT123,EX205,EX205,ST_8_370_1,367.164,8370627LG-B1,LG,CRUSHER_2,CRUSHER_2,127.6,128,100%,128,0.332,0.012,0.417,Shovel Assignment,Dump Assignment
8/1/2023 8:41,8/1/2023 9:00,HT144,EX206,EX206,ST_2_250_1,253.924,2250601HG-C1,HG,CRUSHER,CRUSHER,214.4,233,92%,233,0.531,0.009,0.74,Shovel Assignment,Manual Assignment
8/1/2023 8:43,8/1/2023 8:58,HT130,WL232,WL232,ST_8_370_2,369.557,8370633HG-D1,HG,CRUSHER_2,CRUSHER_2,130.3,128,102%,128,0.626,0.011,0.723,Shovel Assignment,Manual Assignment
8/1/2023 8:43,8/1/2023 9:01,HT126,EX205,EX205,ST_8_370_1,369.205,8370627LG-B1,LG,CRUSHER,CRUSHER,124.5,128,97%,128,0.332,0.012,0.417,Shovel Assignment,Dump Assignment
8/1/2023 8:43,8/1/2023 8:55,HT138,WL222,WL222,ST_4_410_4,406.471,4410645LO1,LO,DLP_510,DLP_511,125.7,128,98%,128,0.272,0.003,0.982,Shovel Assignment,Locked Assignment
8/1/2023 8:46,8/1/2023 8:59,HT148,EX206,EX206,ST_2_250_1,245.721,2250601HG-C1,HG,CRUSHER_2,CRUSHER_2,189.3,233,81%,233,0.531,0.009,0.74,Shovel Assignment,Shovel Assignment
8/1/2023 8:46,8/1/2023 8:55,HT134,EX204,EX204,ST_4_400_1,399.346,4400667TRHG-C1,TRHG,STK_TR_HG_1,STK_TR_HG_1,134.1,128,105%,128,0.477,0.011,0.369,Shovel Assignment,Dump Assignment
8/1/2023 8:47,8/1/2023 9:02,HT143,WL232,WL232,ST_8_370_2,372.408,8370633HG-D1,HG,CRUSHER,CRUSHER,217.7,233,93%,233,0.626,0.011,0.723,Shovel Assignment,Dump Assignment
8/1/2023 8:48,8/1/2023 9:05,HT128,EX206,EX206,ST_2_250_1,247.582,2250601HG-C1,HG,CRUSHER_2,CRUSHER_2,124.4,128,97%,128,0.531,0.009,0.74,Shovel Assignment,Dump Assignment
8/1/2023 8:48,8/1/2023 9:01,HT121,EX205,EX205,ST_8_370_1,367.814,8370627LG-B1,LG,CRUSHER_2,CRUSHER_2,124.6,128,97%,128,0.332,0.012,0.417,Shovel Assignment,Manual Assignment
8/1/2023 8:49,8/1/2023 9:02,HT131,WL222,WL222,ST_4_410_4,408.561,4410645LO1,LO,DLP_511,DLP_511,128.2,128,100%,128,0.272,0.003,0.982,Shovel Assignment,Manual Assignment
8/1/2023 8:49,8/1/2023 8:58,HT135,EX204,EX204,ST_4_400_1,398.195,4400667TRHG-C1,TRHG,STK_TR_HG_1,STK_TR_HG_1,135.6,128,106%,128,0.477,0.011,0.369,Shovel Assignment,Dump Assignment
8/1/2023 8:51,8/1/2023 9:10,HT127,WL232,WL232,ST_8_370_2,368.206,8370633HG-D1,HG,CRUSHER,CRUSHER,120.4,128,94%,128,0.626,0.011,0.723,Shovel Assignment,Manual Assignment
8/1/2023 8:51,8/1/2023 9:11,HT142,EX205,EX205,ST_8_370_1,368.425,8370627LG-B1,LG,CRUSHER,CRUSHER,220.2,233,95%,233,0.332,0.012,0.417,Manual Assignment,Dump Assignment
8/1/2023 8:53,8/1/2023 9:07,HT125,EX205,EX205,ST_8_370_1,368.435,8370627LG-B1,LG,CRUSHER_2,CRUSHER_2,123.6,128,97%,128,0.332,0.012,0.417,Shovel Assignment,Manual Assignment
8/1/2023 8:54,8/1/2023 9:08,HT129,EX204,EX204,ST_4_400_1,399.006,4400667TRHG-C1,TRHG,CRUSHER,CRUSHER,137.9,128,108%,128,0.477,0.011,0.369,Locked Assignment,Locked Assignment
8/1/2023 8:57,8/1/2023 9:09,HT146,EX205,WL232,ST_8_370_2,369.837,8370633HG-D1,HG,CRUSHER_2,CRUSHER_2,226.4,233,97%,233,0.626,0.011,0.723,Shovel Assignment,Dump Assignment
8/1/2023 8:57,8/1/2023 9:13,HT151,EX205,EX205,ST_8_370_1,369.475,8370627LG-B1,LG,CRUSHER_2,CRUSHER_2,219.8,233,94%,233,0.332,0.012,0.417,Manual Assignment,Manual Assignment
