Time Full,Time Empty,Truck,Assigned Shovel,Shovel,Blast,Elevation,Grade,Material,Assigned Dump,Dump,Tonnage,Truck Factor,Truck fill,Computed Tonnage,Grade 1,Grade 2,Grade 3,assignment_reason,dump.assignment_reason
8/3/2023 5:36,8/3/2023 5:49,HT142,WL231,WL231,ST_8_370_2,366.727,8370647LG-B1,LG,CRUSHER_2,CRUSHER_2,201.5,233,86%,233,0.335,0.019,0.585,Shovel Assignment,Manual Assignment
8/3/2023 5:38,8/3/2023 5:45,HT125,EX204,EX204,ST_4_400_1,396.834,4400671HG-C1,HG,CRUSHER_2,CRUSHER_2,131.5,128,103%,128,0.437,0.014,0.29,Manual Assignment,Manual Assignment
8/3/2023 5:38,8/3/2023 6:31,HT144,EX206,EX206,ST_2_250_1,249.185,2250618HG-C1,HG,CRUSHER,CRUSHER,229.5,233,98%,233,0.511,0.022,0.991,Shovel Assignment,Dump Assignment
8/3/2023 5:40,8/3/2023 5:48,HT127,WL222,WL222,ST_4_410_3,404.72,4410630LO1,LO,DLP_511,DLP_511,119.6,128,93%,128,0.472,0.007,0.167,Manual Assignment,Locked Assignment
8/3/2023 5:41,8/3/2023 6:32,HT126,EX204,EX204,ST_4_400_1,397.124,4400671HG-C1,HG,CRUSHER,CRUSHER,124.6,128,97%,128,0.437,0.014,0.29,Manual Assignment,Dump Assignment
8/3/2023 5:41,8/3/2023 5:52,HT146,EX201,EX201,ST_8_370_1,368.156,8370633HG-D1,HG,CRUSHER_2,CRUSHER_2,206.7,233,89%,233,0.626,0.011,0.723,Manual Assignment,Dump Assignment
8/3/2023 5:43,8/3/2023 5:59,HT147,EX206,EX206,ST_2_250_1,242.392,2250618HG-C1,HG,CRUSHER,CRUSHER,149.4,233,64%,233,0.511,0.022,0.991,Shovel Assignment,Manual Assignment
8/3/2023 5:44,8/3/2023 5:55,HT131,EX201,EX201,ST_8_370_1,366.715,8370633HG-D1,HG,CRUSHER_2,CRUSHER_2,108.5,128,85%,128,0.626,0.011,0.723,Manual Assignment,Dump Assignment
8/3/2023 5:44,8/3/2023 6:38,HT123,WL222,WL222,ST_4_410_3,406.141,4410630LO1,LO,DLP_511,DLP_511,123.8,128,97%,128,0.472,0.007,0.167,Manual Assignment,Locked Assignment
8/3/2023 5:44,8/3/2023 6:30,HT124,EX204,EX204,ST_4_400_1,395.703,4400671HG-C1,HG,CRUSHER,CRUSHER,128.2,128,100%,128,0.437,0.014,0.29,Manual Assignment,Dump Assignment
8/3/2023 5:47,8/3/2023 5:54,HT102,WL222,WL222,ST_4_410_3,406.461,4410630LO1,LO,DLP_511,DLP_511,,88,0%,88,0.472,0.007,0.167,Shovel Assignment,Locked Assignment
8/3/2023 5:47,8/3/2023 5:58,HT133,WL231,WL231,ST_8_370_2,365.827,8370647LG-B1,LG,CRUSHER_2,CRUSHER_2,113,128,88%,128,0.335,0.019,0.585,Manual Assignment,Manual Assignment
8/3/2023 5:48,8/3/2023 5:55,HT136,EX204,EX204,ST_4_400_1,394.933,4400671HG-C1,HG,CRUSHER,CRUSHER,119,128,93%,128,0.437,0.014,0.29,Shovel Assignment,Dump Assignment
8/3/2023 5:48,8/3/2023 6:02,HT150,EX206,EX206,ST_2_250_1,246.444,2250618HG-C1,HG,CRUSHER,CRUSHER,220.9,233,95%,233,0.511,0.022,0.991,Shovel Assignment,Manual Assignment
8/3/2023 5:51,8/3/2023 5:58,HT137,WL231,WL222,ST_4_410_3,405.64,4410630LO1,LO,DLP_511,DLP_511,110.2,128,86%,128,0.472,0.007,0.167,Shovel Assignment,Locked Assignment
8/3/2023 5:52,8/3/2023 6:03,HT149,EX201,EX201,ST_8_370_1,364.164,8370633HG-D1,HG,CRUSHER_2,CRUSHER_2,214.6,233,92%,233,0.626,0.011,0.723,Manual Assignment,Dump Assignment
