Time Full,Time Empty,Truck,Assigned Shovel,Shovel,Blast,Elevation,Grade,Material,Assigned Dump,Dump,Tonnage,Truck Factor,Truck fill,Computed Tonnage,Grade 1,Grade 2,Grade 3,assignment_reason,dump.assignment_reason
1/31/2023 7:01,1/31/2023 7:11,HT141,EX205,EX205,ST_8_400_3,388.454,8390607HG-C1,HG,CRUSHER_2,CRUSHER_2,201.3,233,86,233,0.482,0.006,0.344,Shovel Assignment,Locked Assignment
1/31/2023 7:02,1/31/2023 7:15,HT124,WL231,WL231,ST_2_280_2,277.225,2280647HG-C1,HG,CRUSHER_2,CRUSHER_2,136.4,128,107,128,0.473,0.014,0.916,Shovel Reassignment,Locked Assignment
1/31/2023 7:02,1/31/2023 7:15,HT128,WL221,WL221,ST_2_280_3,277.263,2280628HG-C1,HG,CRUSHER,CRUSHER,122.9,128,96,128,0.541,0.008,0.69,Shovel Assignment,Locked Assignment
1/31/2023 7:06,1/31/2023 7:16,HT142,EX205,EX205,ST_8_400_3,388.914,8390607HG-C1,HG,CRUSHER_2,CRUSHER_2,218.1,233,94,233,0.482,0.006,0.344,Shovel Assignment,Locked Assignment
1/31/2023 7:06,1/31/2023 7:20,HT125,WL231,WL231,ST_2_280_2,278.035,2280647HG-C1,HG,CRUSHER_2,CRUSHER_2,127.9,128,100,128,0.473,0.014,0.916,Shovel Assignment,Locked Assignment
1/31/2023 7:07,1/31/2023 7:20,HT121,WL221,WL221,ST_2_280_3,276.122,2280628HG-C1,HG,CRUSHER,CRUSHER,124.0,128,97,128,0.541,0.008,0.69,Shovel Assignment,Locked Assignment
1/31/2023 7:11,1/31/2023 7:22,HT144,EX205,EX205,ST_8_400_3,387.383,8390607HG-C1,HG,CRUSHER_2,CRUSHER_2,196.7,233,84,233,0.482,0.006,0.344,Shovel Assignment,Locked Assignment
1/31/2023 7:11,1/31/2023 7:24,HT122,WL221,WL221,ST_2_280_3,277.333,2280628HG-C1,HG,CRUSHER,CRUSHER,126.7,128,99,128,0.541,0.008,0.69,Shovel Assignment,Locked Assignment
1/31/2023 7:12,1/31/2023 7:27,HT126,WL231,WL231,ST_2_280_2,277.555,2280647HG-C1,HG,CRUSHER_2,CRUSHER_2,131.6,128,103,128,0.473,0.014,0.916,Shovel Reassignment,Locked Assignment
1/31/2023 7:15,1/31/2023 7:27,HT129,WL221,WL221,ST_2_280_3,277.253,2280628HG-C1,HG,CRUSHER,CRUSHER,124.9,128,98,128,0.541,0.008,0.69,Shovel Assignment,Locked Assignment
1/31/2023 7:19,1/31/2023 7:29,HT143,EX205,EX205,ST_8_400_3,388.504,8390607HG-C1,HG,ROM_HG_8,ROM_HG_8,214.4,233,92,233,0.482,0.006,0.344,Shovel Assignment,Manual Assignment
1/31/2023 7:23,1/31/2023 7:33,HT141,EX205,EX205,ST_8_400_3,387.833,8390607HG-C1,HG,ROM_HG_8,ROM_HG_8,205.2,233,88,233,0.482,0.006,0.344,Shovel Assignment,Manual Assignment
1/31/2023 7:26,1/31/2023 7:39,HT124,WL231,WL231,ST_2_280_2,277.195,2280647HG-C1,HG,CRUSHER_2,CRUSHER_2,134.0,128,105,128,0.473,0.014,0.916,Shovel Reassignment,Locked Assignment
1/31/2023 7:27,1/31/2023 7:40,HT128,WL221,WL221,ST_2_280_3,276.883,2280628HG-C1,HG,CRUSHER_2,CRUSHER_2,118.5,128,93,128,0.541,0.008,0.69,Shovel Assignment,Manual Assignment
1/31/2023 7:27,1/31/2023 7:37,HT142,EX205,EX205,ST_8_400_3,389.354,8390607HG-C1,HG,CRUSHER,CRUSHER,195.7,233,84,233,0.482,0.006,0.344,Shovel Assignment,Locked Assignment
1/31/2023 7:28,1/31/2023 7:36,HT146,EX203,EX203,ST_9_TS_2,416.412,5420219LO3,LO,DLP_415_,DLP_415_,221.4,233,95,233,0.159,0.001,0.123,Unoptimized Assignment,Locked Assignment
1/31/2023 7:30,1/31/2023 7:42,HT137,WL231,WL231,ST_2_280_2,275.945,2280647HG-C1,HG,CRUSHER,CRUSHER,133.8,128,105,128,0.473,0.014,0.916,Unoptimized Assignment,Manual Assignment
1/31/2023 7:31,1/31/2023 7:45,HT138,WL221,WL221,ST_2_280_3,276.743,2280628HG-C1,HG,CRUSHER,CRUSHER,128.9,128,101,128,0.541,0.008,0.69,Unoptimized Assignment,Locked Assignment
1/31/2023 7:32,1/31/2023 7:52,HT131,WL222,WL222,ST_8_400_1,397.066,8400008PW2,PW,PAD_FOR_WEST_OFF_STK,PAD_FOR_WEST_OFF_STK,119.6,128,93,128,0.12,0.003,1.812,Shovel Assignment,Locked Assignment
1/31/2023 7:32,1/31/2023 7:40,HT132,EX203,EX203,ST_9_TS_2,417.102,5420219LO3,LO,DLP_415_,DLP_415_,114.6,128,90,128,0.159,0.001,0.123,Manual Assignment,Locked Assignment
1/31/2023 7:33,1/31/2023 7:41,HT150,EX204,EX204,ST_4_410_3,404.905,4410257LO1,LO,DLP_415_,DLP_415_,213.9,233,92,233,0.434,0.006,0.081,Manual Assignment,Locked Assignment
1/31/2023 7:33,1/31/2023 7:47,HT121,WL231,WL231,ST_2_280_2,277.165,2280647HG-C1,HG,CRUSHER_2,CRUSHER_2,125.0,128,98,128,0.473,0.014,0.916,Unoptimized Assignment,Locked Assignment
1/31/2023 7:35,1/31/2023 7:45,HT144,EX205,EX205,ST_8_400_3,387.673,8390607HG-C1,HG,ROM_HG_8,ROM_HG_8,228.2,233,98,233,0.482,0.006,0.344,Shovel Assignment,Manual Assignment
1/31/2023 7:36,1/31/2023 7:49,HT125,WL221,WL221,ST_2_280_3,276.963,2280628HG-C1,HG,CRUSHER,CRUSHER,120.2,128,94,128,0.541,0.008,0.69,Shovel Assignment,Locked Assignment
1/31/2023 7:36,1/31/2023 7:46,HT135,WL222,WL222,ST_8_400_1,396.456,8400008PW2,PW,PAD_FOR_WEST_OFF_STK,PAD_FOR_WEST_OFF_STK,114.6,128,90,128,0.12,0.003,1.812,Unoptimized Assignment,Locked Assignment
1/31/2023 7:37,1/31/2023 7:50,HT122,WL231,WL231,ST_2_280_2,277.845,2280647HG-C1,HG,CRUSHER_2,CRUSHER_2,136.7,128,107,128,0.473,0.014,0.916,Unoptimized Assignment,Locked Assignment
1/31/2023 7:37,1/31/2023 7:42,HT101,EX251,EX251,STK_LG_2,435.839,STK_LG_2_16,LG,CRUSHER_2,CRUSHER_2,62.677,90,70,90,0.286,0.008,0.777,Manual Assignment,Locked Assignment
1/31/2023 7:37,1/31/2023 7:46,HT149,EX203,EX203,ST_9_TS_2,417.202,5420219LO3,LO,DLP_415_,DLP_415_,219.3,233,94,233,0.159,0.001,0.123,Shovel Assignment,Locked Assignment
1/31/2023 7:38,1/31/2023 7:47,HT147,WL231,EX204,ST_4_410_3,406.866,4410257LO1,LO,DLP_415_,DLP_415_,207.9,233,89,233,0.434,0.006,0.081,Locked Assignment,Locked Assignment
1/31/2023 7:39,1/31/2023 7:48,HT151,EX205,EX205,ST_8_400_3,384.582,8390607HG-C1,HG,CRUSHER,CRUSHER,217.3,233,93,233,0.482,0.006,0.344,Shovel Assignment,Locked Assignment
1/31/2023 7:40,1/31/2023 7:55,HT126,WL221,WL221,ST_2_280_3,277.173,2280628HG-C1,HG,CRUSHER,CRUSHER,126.8,128,99,128,0.541,0.008,0.69,Shovel Reassignment,Locked Assignment
1/31/2023 7:40,1/31/2023 7:53,HT129,WL231,WL231,ST_2_280_2,278.045,2280647HG-C1,HG,CRUSHER_2,CRUSHER_2,130.6,128,102,128,0.473,0.014,0.916,Shovel Reassignment,Locked Assignment
1/31/2023 7:42,1/31/2023 7:51,HT133,WL222,WL222,ST_8_400_1,393.634,8400008PW2,PW,PAD_FOR_WEST_OFF_STK,PAD_FOR_WEST_OFF_STK,127.0,128,99,128,0.12,0.003,1.812,Shovel Assignment,Locked Assignment
1/31/2023 7:43,1/31/2023 7:52,HT102,EX251,EX251,STK_LG_2,434.038,STK_LG_2_16,LG,CRUSHER_2,CRUSHER_2,,90,0,90,0.286,0.008,0.777,Shovel Assignment,Locked Assignment
1/31/2023 7:43,1/31/2023 7:51,HT148,EX203,EX203,ST_9_TS_2,422.454,5420219LO3,LO,DLP_415_,DLP_415_,212.4,233,91,233,0.159,0.001,0.123,Manual Assignment,Locked Assignment
1/31/2023 7:44,1/31/2023 7:54,HT143,EX205,EX205,ST_8_400_3,389.274,8390607HG-C1,HG,CRUSHER,CRUSHER,202.3,233,87,233,0.482,0.006,0.344,Unoptimized Assignment,Locked Assignment
1/31/2023 7:44,1/31/2023 7:59,HT134,WL221,WL221,ST_2_280_2,276.563,2280628HG-C1,HG,CRUSHER,CRUSHER,128.9,128,101,128,0.541,0.008,0.69,Shovel Reassignment,Locked Assignment
1/31/2023 7:47,1/31/2023 7:56,HT136,WL222,WL222,ST_8_400_1,395.875,8400008PW2,PW,PAD_FOR_WEST_OFF_STK,PAD_FOR_WEST_OFF_STK,112.4,128,88,128,0.12,0.003,1.812,Shovel Assignment,Locked Assignment
1/31/2023 7:47,1/31/2023 7:57,HT141,EX205,EX205,ST_8_400_3,388.524,8390606HG-D1,HG,CRUSHER,CRUSHER,189.7,233,81,233,0.67,0.01,0.611,Unoptimized Assignment,Locked Assignment
1/31/2023 7:50,1/31/2023 8:03,HT152,WL231,WL231,ST_2_280_3,276.953,2280627HG-D1,HG,CRUSHER_2,CRUSHER_2,218.6,233,94,233,0.655,0.009,0.639,Locked Assignment,Locked Assignment
1/31/2023 7:50,1/31/2023 7:58,HT146,EX203,EX203,ST_9_TS_2,416.892,5420219LO3,LO,DLP_415_,DLP_415_,211.8,233,91,233,0.159,0.001,0.123,Shovel Assignment,Locked Assignment
1/31/2023 7:51,1/31/2023 8:04,HT124,WL221,WL221,ST_2_280_2,277.195,2280628HG-C1,HG,CRUSHER,CRUSHER,132.5,128,104,128,0.541,0.008,0.69,Shovel Assignment,Locked Assignment
1/31/2023 7:53,1/31/2023 8:04,HT142,EX205,EX205,ST_8_400_3,389.514,8390606HG-D1,HG,ROM_HG_8,ROM_HG_8,214.1,233,92,233,0.67,0.01,0.611,Shovel Assignment,Manual Assignment
1/31/2023 7:54,1/31/2023 7:59,HT101,EX251,EX251,STK_LG_2,436.199,STK_LG_2_16,LG,CRUSHER_2,CRUSHER_2,54.314,90,60,90,0.286,0.008,0.777,Unoptimized Assignment,Locked Assignment
1/31/2023 7:54,1/31/2023 8:02,HT132,EX203,EX203,ST_9_TS_2,416.912,5420219LO3,LO,DLP_415_,DLP_415_,119.5,128,93,128,0.159,0.001,0.123,Shovel Assignment,Locked Assignment
1/31/2023 7:54,1/31/2023 7:59,HT144,EX205,EX205,ST_8_400_3,387.863,8390606HG-D1,HG,CRUSHER,CRUSHER,207.2,233,89,233,0.67,0.01,0.611,Shovel Assignment,Locked Assignment
1/31/2023 7:55,1/31/2023 8:08,HT150,WL231,WL231,ST_2_280_3,279.354,2280628HG-C1,HG,CRUSHER_2,CRUSHER_2,209.6,233,90,233,0.541,0.008,0.69,Locked Assignment,Locked Assignment
1/31/2023 7:56,1/31/2023 8:10,HT128,WL221,WL221,ST_2_280_2,276.815,2280647HG-C1,HG,CRUSHER_2,CRUSHER_2,134.1,128,105,128,0.473,0.014,0.916,Shovel Assignment,Locked Assignment
1/31/2023 7:56,1/31/2023 8:06,HT131,WL222,WL222,ST_8_400_1,395.965,8400008PW2,PW,PAD_FOR_WEST_OFF_STK,PAD_FOR_WEST_OFF_STK,114.0,128,89,128,0.12,0.003,1.812,Locked Assignment,Locked Assignment
1/31/2023 7:57,1/31/2023 8:05,HT137,EX203,EX203,ST_9_TS_2,413.72,5420219LO3,LO,DLP_415_,DLP_415_,115.0,128,90,128,0.159,0.001,0.123,Unoptimized Assignment,Locked Assignment
1/31/2023 7:59,1/31/2023 8:12,HT121,WL221,WL231,ST_2_280_3,278.213,2280628HG-C1,HG,CRUSHER,CRUSHER,124.2,128,97,128,0.541,0.008,0.69,Shovel Assignment,Manual Assignment
1/31/2023 8:00,1/31/2023 8:13,HT125,WL221,WL221,ST_2_280_2,277.535,2280647HG-C1,HG,CRUSHER,CRUSHER,122.9,128,96,128,0.473,0.014,0.916,Shovel Assignment,Manual Assignment
1/31/2023 8:01,1/31/2023 8:13,HT151,EX205,EX205,ST_8_400_3,384.482,8390606HG-D1,HG,CRUSHER_2,CRUSHER_2,227.6,233,98,233,0.67,0.01,0.611,Shovel Assignment,Manual Assignment
1/31/2023 8:02,1/31/2023 8:13,HT135,WL222,WL222,ST_8_400_1,395.545,8400008PW2,PW,PAD_FOR_WEST_OFF_STK,PAD_FOR_WEST_OFF_STK,108.2,128,85,128,0.12,0.003,1.812,Shovel Assignment,Locked Assignment
1/31/2023 8:04,1/31/2023 8:18,HT147,WL231,WL231,ST_2_280_3,273.792,2280628HG-C1,HG,CRUSHER_2,CRUSHER_2,226.6,233,97,233,0.541,0.008,0.69,Unoptimized Assignment,Locked Assignment
1/31/2023 8:04,1/31/2023 8:14,HT149,EX203,EX203,ST_9_TS_2,416.902,5420219LO3,LO,DLP_415_,DLP_415_,221.5,233,95,233,0.159,0.001,0.123,Shovel Assignment,Locked Assignment
1/31/2023 8:04,1/31/2023 8:19,HT122,WL221,WL221,ST_2_280_2,278.176,2280647HG-C1,HG,CRUSHER_2,CRUSHER_2,128.8,128,101,128,0.473,0.014,0.916,Manual Assignment,Locked Assignment
1/31/2023 8:05,1/31/2023 8:15,HT143,EX205,EX205,ST_8_400_3,389.834,8390606HG-D1,HG,CRUSHER,CRUSHER,213.0,233,91,233,0.67,0.01,0.611,Shovel Assignment,Locked Assignment
1/31/2023 8:05,1/31/2023 8:07,HT102,EX251,EX251,STK_LG_2,434.038,STK_LG_2_16,LG,STK_LG_2,CRUSHER_2,,90,0,90,0.286,0.008,0.777,Shovel Assignment,Shovel Assignment
1/31/2023 8:07,1/31/2023 8:15,HT138,EX203,EX203,ST_9_TS_2,416.081,5420219LO3,LO,DLP_415_,DLP_415_,121.7,128,95,128,0.159,0.001,0.123,Unoptimized Assignment,Locked Assignment
1/31/2023 8:07,1/31/2023 8:17,HT146,EX204,EX204,ST_4_410_3,406.907,4410257LO1,LO,DLP_415_,DLP_415_,216.4,233,93,233,0.434,0.006,0.081,Manual Assignment,Locked Assignment
1/31/2023 8:09,1/31/2023 8:22,HT148,WL231,WL231,ST_2_280_3,274.582,2280628HG-C1,HG,CRUSHER_2,CRUSHER_2,216.7,233,93,233,0.541,0.008,0.69,Manual Assignment,Locked Assignment
1/31/2023 8:09,1/31/2023 8:22,HT129,WL221,WL221,ST_2_280_2,279.196,2280647HG-C1,HG,CRUSHER_2,CRUSHER,127.8,128,100,128,0.473,0.014,0.916,Shovel Assignment,Locked Assignment
1/31/2023 8:09,1/31/2023 8:19,HT141,EX205,EX205,ST_8_400_3,388.544,8390606HG-D1,HG,CRUSHER,CRUSHER,202.8,233,87,233,0.67,0.01,0.611,Shovel Assignment,Locked Assignment
1/31/2023 8:10,1/31/2023 8:19,HT132,EX204,EX204,ST_4_410_3,406.727,4410257LO1,LO,DLP_415_,DLP_415_,119.3,128,93,128,0.434,0.006,0.081,Manual Assignment,Locked Assignment
1/31/2023 8:10,1/31/2023 8:23,HT133,WL222,WL222,ST_8_400_1,393.844,8400008LG-A1,LG_A,STK_OFFBAL_EAST,STK_OFFBAL_EAST,119.2,128,93,128,0.171,0.004,2.548,Shovel Assignment,Locked Assignment
1/31/2023 8:11,1/31/2023 8:25,HT134,WL221,WL231,ST_2_280_3,275.772,2280628HG-C1,HG,CRUSHER_2,CRUSHER_2,126.8,128,99,128,0.541,0.008,0.69,Shovel Assignment,Locked Assignment
1/31/2023 8:13,1/31/2023 8:21,HT137,EX204,EX204,ST_4_410_3,403.906,4410257LO1,LO,DLP_415_,DLP_415_,113.8,128,89,128,0.434,0.006,0.081,Unoptimized Assignment,Locked Assignment
1/31/2023 8:13,1/31/2023 8:27,HT126,WL231,WL231,ST_2_280_3,417.96,2280633HG-C1,HG,CRUSHER_2,CRUSHER_2,135.9,128,106,128,0.477,0.011,0.766,Shovel Reassignment,Locked Assignment
1/31/2023 8:17,1/31/2023 8:23,HT101,EX251,EX251,STK_LG_2,435.839,STK_LG_2_16,LG,CRUSHER_2,CRUSHER_2,52.677,90,59,90,0.286,0.008,0.777,Unoptimized Assignment,Locked Assignment
1/31/2023 8:17,1/31/2023 8:28,HT136,WL222,WL222,ST_8_400_1,396.656,8400008LG-A1,LG_A,STK_OFFBAL_EAST,STK_OFFBAL_EAST,122.9,128,96,128,0.171,0.004,2.548,Shovel Assignment,Locked Assignment
1/31/2023 8:18,1/31/2023 8:31,HT124,WL221,WL221,ST_2_280_2,276.615,2280647HG-C1,HG,CRUSHER_2,CRUSHER_2,137.8,128,108,128,0.473,0.014,0.916,Shovel Assignment,Locked Assignment
1/31/2023 8:19,1/31/2023 8:29,HT121,EX203,EX203,ST_9_TS_2,416.532,5420219LO3,LO,INPIT_BEDDING,INPIT_BEDDING,130.2,128,102,128,0.159,0.001,0.123,Manual Assignment,Locked Assignment
1/31/2023 8:19,1/31/2023 8:32,HT152,WL231,WL231,ST_2_280_3,276.453,2280633HG-C1,HG,CRUSHER_2,CRUSHER_2,220.7,233,95,233,0.477,0.011,0.766,Shovel Assignment,Locked Assignment
1/31/2023 8:21,1/31/2023 8:29,HT151,EX204,EX204,ST_4_410_3,406.407,4410257LO1,LO,DLP_415_,DLP_415_,194.2,233,83,233,0.434,0.006,0.081,Manual Assignment,Locked Assignment
1/31/2023 8:22,1/31/2023 8:33,HT131,WL222,WL222,ST_8_400_1,396.756,8400008LG-A1,LG_A,STK_OFFBAL_EAST,STK_OFFBAL_EAST,104.4,128,82,128,0.171,0.004,2.548,Shovel Assignment,Locked Assignment
1/31/2023 8:22,1/31/2023 8:27,HT102,EX251,EX251,STK_LG_2,,STK_LG_2_16,LG,CRUSHER,CRUSHER,,90,0,90,0.286,0.008,0.777,Shovel Assignment,Manual Assignment
1/31/2023 8:23,1/31/2023 8:36,HT128,WL221,WL221,ST_2_280_2,276.095,2280647HG-C1,HG,CRUSHER,CRUSHER,124.2,128,97,128,0.473,0.014,0.916,Shovel Assignment,Manual Assignment
1/31/2023 8:25,1/31/2023 8:39,HT150,WL231,WL231,ST_2_280_3,274.452,2280633HG-C1,HG,CRUSHER_2,CRUSHER_2,217.7,233,93,233,0.477,0.011,0.766,Unoptimized Assignment,Locked Assignment
1/31/2023 8:26,1/31/2023 8:36,HT149,EX204,EX204,ST_4_410_3,405.857,4410257LO1,LO,DLP_415_,DLP_415_,219.2,233,94,233,0.434,0.006,0.081,Shovel Assignment,Locked Assignment
1/31/2023 8:27,1/31/2023 8:41,HT125,WL231,WL221,ST_2_280_2,276.885,2280647HG-C1,HG,CRUSHER_2,CRUSHER_2,135.5,128,106,128,0.473,0.014,0.916,Shovel Assignment,Locked Assignment
1/31/2023 8:27,1/31/2023 8:38,HT142,EX205,EX205,ST_8_400_3,388.764,8390606HG-D1,HG,ROM_HG_8,ROM_HG_8,218.5,233,94,233,0.67,0.01,0.611,Unoptimized Assignment,Manual Assignment
1/31/2023 8:28,1/31/2023 8:38,HT135,WL222,WL222,ST_8_400_1,395.905,8400008LG-A1,LG_A,STK_OFFBAL_EAST,STK_OFFBAL_EAST,99.5,128,78,128,0.171,0.004,2.548,Shovel Assignment,Locked Assignment
1/31/2023 8:31,1/31/2023 8:40,HT144,EX205,EX205,ST_8_400_3,387.933,8390606HG-D1,HG,CRUSHER,CRUSHER,191.3,233,82,233,0.67,0.01,0.611,Unoptimized Assignment,Locked Assignment
1/31/2023 8:31,1/31/2023 8:38,HT146,EX204,EX204,ST_4_410_3,405.927,4410257LO1,LO,DLP_415_,DLP_415_,203.6,233,87,233,0.434,0.006,0.081,Unoptimized Assignment,Locked Assignment
1/31/2023 8:31,1/31/2023 8:45,HT122,WL221,WL221,ST_2_280_2,276.955,2280647HG-C1,HG,CRUSHER_2,CRUSHER_2,135.5,128,106,128,0.473,0.014,0.916,Shovel Assignment,Locked Assignment
1/31/2023 8:31,1/31/2023 8:47,HT147,WL231,WL231,ST_2_280_3,276.843,2280633HG-C1,HG,CRUSHER_2,CRUSHER_2,222.6,233,96,233,0.477,0.011,0.766,Shovel Assignment,Locked Assignment
1/31/2023 8:32,1/31/2023 8:37,HT101,EX251,EX251,STK_LG_2,435.389,STK_LG_2_16,LG,CRUSHER_2,CRUSHER_2,51.223,90,57,90,0.286,0.008,0.777,Shovel Assignment,Locked Assignment
1/31/2023 8:33,1/31/2023 8:41,HT137,EX204,EX204,ST_4_410_3,403.736,4410257LO1,LO,DLP_415_,DLP_415_,120.5,128,94,128,0.434,0.006,0.081,Unoptimized Assignment,Locked Assignment
1/31/2023 8:34,1/31/2023 8:44,HT143,EX205,EX205,ST_8_400_3,388.814,8390606HG-D1,HG,CRUSHER,CRUSHER,208.0,233,89,233,0.67,0.01,0.611,Unoptimized Assignment,Locked Assignment
1/31/2023 8:35,1/31/2023 8:47,HT138,WL222,WL222,ST_8_400_1,397.616,8400008LG-A1,LG_A,STK_OFFBAL_EAST,STK_OFFBAL_EAST,124.2,128,97,128,0.171,0.004,2.548,Manual Assignment,Locked Assignment
1/31/2023 8:36,1/31/2023 8:48,HT129,WL221,WL221,ST_2_280_2,277.455,2280647HG-C1,HG,CRUSHER,CRUSHER,131.8,128,103,128,0.473,0.014,0.916,Shovel Assignment,Manual Assignment
1/31/2023 8:36,1/31/2023 8:45,HT121,WL221,EX203,ST_9_TS_2,416.352,5420219LO3,LO,INPIT_BEDDING,INPIT_BEDDING,126.1,128,99,128,0.159,0.001,0.123,Locked Assignment,Locked Assignment
1/31/2023 8:37,1/31/2023 8:41,HT132,WL222,WL222,ST_8_400_1,394.235,8400008LG-A1,LG_A,STK_OFFBAL_EAST,STK_OFFBAL_EAST,29.9,128,23,128,0.171,0.004,2.548,Shovel Assignment,Locked Assignment
1/31/2023 8:38,1/31/2023 8:47,HT141,EX205,EX205,ST_8_400_3,388.053,8390606HG-D1,HG,CRUSHER,CRUSHER,209.6,233,90,233,0.67,0.01,0.611,Shovel Assignment,Locked Assignment
1/31/2023 8:39,1/31/2023 8:52,HT148,WL231,WL231,ST_2_280_3,281.135,2280633HG-C1,HG,CRUSHER_2,CRUSHER_2,212.7,233,91,233,0.477,0.011,0.766,Shovel Assignment,Locked Assignment
1/31/2023 8:40,1/31/2023 8:45,HT102,EX251,EX251,STK_LG_2,434.038,STK_LG_2_16,LG,CRUSHER_2,CRUSHER_2,,90,0,90,0.286,0.008,0.777,Shovel Assignment,Locked Assignment
1/31/2023 8:40,1/31/2023 8:53,HT134,WL221,WL221,ST_2_280_2,275.714,2280647HG-C1,HG,CRUSHER_2,CRUSHER_2,137.5,128,107,128,0.473,0.014,0.916,Shovel Assignment,Locked Assignment
1/31/2023 8:41,1/31/2023 8:50,HT151,EX205,EX205,ST_8_400_3,382.271,8390606HG-D1,HG,CRUSHER,CRUSHER,203.3,233,87,233,0.67,0.01,0.611,Shovel Assignment,Locked Assignment
1/31/2023 8:41,1/31/2023 8:53,HT132,WL222,WL222,ST_8_400_1,394.235,8400008LG-A1,LG_A,STK_OFFBAL_EAST,STK_OFFBAL_EAST,117.0,128,91,128,0.171,0.004,2.548,Locked Assignment,Locked Assignment
1/31/2023 8:43,1/31/2023 8:55,HT126,WL231,WL231,ST_2_280_3,277.213,2280633HG-C1,HG,CRUSHER,CRUSHER,123.0,128,96,128,0.477,0.011,0.766,Shovel Reassignment,Manual Assignment
1/31/2023 8:45,1/31/2023 8:58,HT124,WL221,WL221,ST_2_280_2,277.105,2280647HG-C1,HG,CRUSHER_2,CRUSHER_2,128.6,128,100,128,0.473,0.014,0.916,Shovel Reassignment,Locked Assignment
1/31/2023 8:45,1/31/2023 8:55,HT131,EX205,EX205,ST_8_400_3,388.103,8390606HG-D1,HG,CRUSHER,CRUSHER,108.3,128,85,128,0.67,0.01,0.611,Manual Assignment,Locked Assignment
1/31/2023 8:45,1/31/2023 8:59,HT136,WL231,WL231,ST_2_280_3,277.313,2280633HG-C1,HG,CRUSHER_2,CRUSHER_2,123.8,128,97,128,0.477,0.011,0.766,Unoptimized Assignment,Locked Assignment
1/31/2023 8:46,1/31/2023 8:56,HT149,EX204,EX204,ST_4_410_3,405.477,4410257LO1,LO,DLP_415_,DLP_415_,214.1,233,92,233,0.434,0.006,0.081,Shovel Assignment,Locked Assignment
1/31/2023 8:48,1/31/2023 8:58,HT133,WL222,WL222,ST_8_400_1,393.654,8400008PW2,PW,PAD_FOR_WEST_OFF_STK,PAD_FOR_WEST_OFF_STK,117.0,128,91,128,0.12,0.003,1.812,Shovel Assignment,Locked Assignment
1/31/2023 8:49,1/31/2023 8:53,HT101,EX251,EX251,STK_LG_2,435.059,STK_LG_2_16,LG,CRUSHER,CRUSHER,55.768,90,62,90,0.286,0.008,0.777,Shovel Assignment,Manual Assignment
1/31/2023 8:49,1/31/2023 9:02,HT128,WL221,WL221,ST_2_280_2,277.105,2280647HG-C1,HG,CRUSHER,CRUSHER,125.8,128,98,128,0.473,0.014,0.916,Manual Assignment,Manual Assignment
1/31/2023 8:50,1/31/2023 9:00,HT142,EX205,EX205,ST_8_400_3,389.484,8390606HG-D1,HG,CRUSHER_2,CRUSHER_2,211.8,233,91,233,0.67,0.01,0.611,Shovel Assignment,Manual Assignment
1/31/2023 8:50,1/31/2023 9:03,HT152,WL231,WL231,ST_2_280_3,282.645,2280633HG-C1,HG,CRUSHER_2,CRUSHER_2,218.5,233,94,233,0.477,0.011,0.766,Unoptimized Assignment,Locked Assignment
1/31/2023 8:51,1/31/2023 8:58,HT146,EX204,EX204,ST_4_410_3,406.247,4410257LO1,LO,DLP_415_,DLP_415_,223.0,233,96,233,0.434,0.006,0.081,Shovel Assignment,Locked Assignment
1/31/2023 8:53,1/31/2023 9:01,HT121,EX203,EX203,ST_9_TS_2,416.402,5420219LO3,LO,INPIT_BEDDING,INPIT_BEDDING,128.1,128,100,128,0.159,0.001,0.123,Locked Assignment,Manual Assignment
1/31/2023 8:53,1/31/2023 9:08,HT125,WL221,WL221,ST_2_280_2,278.245,2280647HG-C1,HG,CRUSHER_2,CRUSHER_2,134.4,128,105,128,0.473,0.014,0.916,Shovel Reassignment,Locked Assignment
1/31/2023 8:53,1/31/2023 9:01,HT137,EX204,EX204,ST_4_410_3,404.136,4410257LO1,LO,DLP_415_,DLP_415_,121.4,128,95,128,0.434,0.006,0.081,Unoptimized Assignment,Locked Assignment
1/31/2023 8:54,1/31/2023 8:59,HT102,EX251,EX251,STK_LG_2,434.038,STK_LG_2_16,LG,CRUSHER,CRUSHER,,90,0,90,0.286,0.008,0.777,Shovel Assignment,Manual Assignment
1/31/2023 8:55,1/31/2023 9:04,HT144,EX205,EX205,ST_8_400_3,389.104,8390606HG-D1,HG,CRUSHER,CRUSHER,207.9,233,89,233,0.67,0.01,0.611,Shovel Assignment,Locked Assignment
1/31/2023 8:55,1/31/2023 9:09,HT150,WL231,WL231,ST_2_280_3,273.642,2280633HG-C1,HG,CRUSHER_2,CRUSHER_2,213.3,233,92,233,0.477,0.011,0.766,Unoptimized Assignment,Locked Assignment
1/31/2023 8:56,1/31/2023 9:05,HT135,WL222,WL222,ST_8_400_1,395.745,8400008PW2,PW,PAD_FOR_WEST_OFF_STK,PAD_FOR_WEST_OFF_STK,110.9,128,87,128,0.12,0.003,1.812,Shovel Assignment,Locked Assignment
1/31/2023 8:56,1/31/2023 9:05,HT138,EX204,EX204,ST_4_410_3,407.788,4410257LO1,LO,DLP_415_,DLP_415_,124.2,128,97,128,0.434,0.006,0.081,Shovel Assignment,Locked Assignment
